,book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,book_genres,image_url,gen_1,gen_2,gen_3,gen_4
29830,F. Scott Fitzgerald,"Librarian note: Older cover of 9781853260414.The exemplary novel of the Jazz Age, F. Scott Fitzgeralds' third book, The Great Gatsby (1925), stands as the supreme achievement of his career. T. S. Eliot read it three times and saw it as the ""first step"" American fiction had taken since Henry James; H. L. Mencken praised ""the charm and beauty of the writing,"" as well as Fitzgerald's sharp social sense; and Thomas Wolfe hailed it as Fitzgerald's ""best work"" thus far. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when, The New York Times remarked, ""gin was the national drink and sex the national obsession,"" it is an exquisitely crafted tale of America in the 1920s that resonates with the power of myth. A novel of lyrical beauty yet brutal realism, of magic, romance, and mysticism, The Great Gatsby is one of the great classics of twentieth-century literature.",Wordsworth Classics,Paperback,,122,3.9,3143659,57005,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1490607368l/4672.jpg,Classics,Fiction,Academic,School
28557,F. Scott Fitzgerald,"Jay Gatsby is the man who has everything. But one thing will always be out of his reach. Everybody who is anybody is seen at his glittering parties. Day and night his Long Island mansion buzzes with bright young things drinking, dancing, and debating his mysterious character. For Gatsby---young, handsome, and fabulously rich---always seems alone in the crowd, watching and waiting, though no one knows what for. Beneath the shimmering surface of his life he is hiding a secret: a silent longing that can never be fulfilled. And soon this destructive obsession will force his world to unravel.",,Kindle Edition,,184,3.9,3143628,57004,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1356107649l/6519719.jpg,Classics,Fiction,Academic,School
26300,F. Scott Fitzgerald|Matthew J. Bruccoli,"This is the definitive, textually accurate edition of a classic of twentieth-century literature, The Great Gatsby. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan has been acclaimed by generations of readers. But the first edition contained a number of errors resulting from Fitzgerald's extensive revisions and a rushed production schedule. Subsequent printings introduced further departures from the author's words. This edition, based on the Cambridge critical text, restores all the language of Fitzgerald's masterpiece. Drawing on the manuscript and surviving proofs of the novel, along with Fitzgerald's later revisions and corrections, this is the authorized text -- The Great Gatsby as Fitzgerald intended it.",,Paperback,9.78068E+12,216,3.9,3143523,57002,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1327868443l/27451.jpg,Classics,Fiction,Academic,School
24286,F. Scott Fitzgerald,"Here is a novel, glamorous, ironical, compassionate – a marvelous fusion into unity of the curious incongruities of the life of the period – which reveals a hero like no other – one who could live at no other time and in no other place. But he will live as a character, we surmise, as long as the memory of any reader lasts.It is the story of this Jay Gatsby who came so mysteriously to West Egg, of his sumptuous entertainments, and of his love for Daisy Buchanan – a story that ranges from pure lyrical beauty to sheer brutal realism, and is infused with a sense of the strangeness of human circumstance in a heedless universe.It is a magical, living book, blended of irony, romance, and mysticism.--back cover (first edition)",Movie Tie-in Editon,Paperback,9.78145E+12,180,3.9,3143505,57002,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1362536853l/13547220.jpg,Classics,Fiction,Academic,School
21999,F. Scott Fitzgerald,"These sumptuous new hardback editions mark the 70th anniversary of Fitzgerald's death.Jay Gatsby is the man who has everything. Everybody who is anybody is seen at his glittering parties. Day and night his Long Island mansion buzzes with bright young things drinking, dancing and debating his mysterious character. For Gatsby - young, handsome, fabulously rich - always seems alone in the crowd, watching and waiting, though no one knows what for. Beneath the shimmering surface of his life he is hiding a secret: a silent longing for the one thing that will always be out of his reach. And soon this destructive obsession will force his world to unravel.",,Hardcover,9.78014E+12,198,3.9,3143455,56998,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1511286943l/8460324.jpg,Classics,Fiction,Academic,School
19424,F. Scott Fitzgerald,"The Great Gatsby, F. Scott Fitzgerald’s third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted “gin was the national drink and sex the national obsession,” it is an exquisitely crafted tale of America in the 1920s. The Great Gatsby is one of the great classics of twentieth-century literature. The timeless story of Jay Gatsby and his love for Daisy Buchanan is widely acknowledged to be the closest thing to the Great American Novel ever written.",,Kindle Edition,,144,3.9,3143380,56996,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1438751638l/23725080.jpg,Classics,Fiction,Academic,School
29,F. Scott Fitzgerald,"Alternate Cover Edition ISBN: 0743273567 (ISBN13: 9780743273565)A true classic of twentieth-century literature, this edition has been updated by Fitzgerald scholar James L.W. West III to include the author’s final revisions and features a note on the composition and text, a personal foreword by Fitzgerald’s granddaughter, Eleanor Lanahan—and a new introduction by two-time National Book Award winner Jesmyn Ward.The Great Gatsby, F. Scott Fitzgerald’s third book, stands as the supreme achievement of his career. First published in 1925, this quintessential novel of the Jazz Age has been acclaimed by generations of readers. The story of the mysteriously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted “gin was the national drink and sex the national obsession,” it is an exquisitely crafted tale of America in the 1920s.",US / CAN,Paperback,,180,3.9,3141842,56953,The Great Gatsby,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American,https://images.gr-assets.com/books/1490528560l/4671.jpg,Classics,Fiction,Academic,School
47975,John Green,"John Green's brilliant #1 bestselling novel ""The Fault in Our Stars"" is now a major motion picture starring Shailene Woodley, AnselElgort, Laura Dern, and Willem Dafoe, in movie theaters June 6, 2014! Includes a full-color insert of stills from the movie! TODAY Book Club pick TIME Magazine's #1 Fiction Book of 2012  ""The greatest romance story of this decade."" --""Entertainment Weekly""  -Millions of copies sold-  #1 New York Times Bestseller #1 Wall Street Journal Bestseller #1 USA Today Bestseller #1 International Bestseller #1 Indie Bestseller  Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.  Insightful, bold, irreverent, and raw, ""The Fault in Our Stars"" brilliantly explores the funny, thrilling, and tragic business of being alive and in love.",,Paperback,9.78015E+12,313,4.24,2884484,147327,The Fault in Our Stars,Young Adult|Fiction|Romance|Contemporary,https://images.gr-assets.com/books/1394995335l/20821105.jpg,Young Adult,Fiction,Romance,Contemporary
37896,John Green|Giorgia Grilli,"Hazel ha sedici anni, ma ha già alle spalle un vero miracolo: grazie a un farmaco sperimentale, la malattia che anni prima le hanno diagnosticato è ora in regressione. Ha però anche imparato che i miracoli si pagano: mentre lei rimbalzava tra corse in ospedale e lunghe degenze, il mondo correva veloce, lasciandola indietro, sola e fuori sincrono rispetto alle sue coetanee, con una vita in frantumi in cui i pezzi non si incastrano più. Un giorno però il destino le fa incontrare Augustus, affascinante compagno di sventure che la travolge con la sua fame di vita, di passioni, di risate, e le dimostra che il mondo non si è fermato, insieme possono riacciuffarlo. Ma come un peccato originale, come una colpa scritta nelle stelle avverse sotto cui Hazel e Augustus sono nati, il tempo che hanno a disposizione è un miracolo, e in quanto tale andrà pagato.",Rizzoli Narrativa,Hardcover,9.78882E+12,351,4.24,2884034,147308,Colpa delle stelle,Young Adult|Fiction|Romance|Contemporary,https://images.gr-assets.com/books/1352198244l/16121916.jpg,Young Adult,Fiction,Romance,Contemporary
32372,John Green,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.",,Kindle Edition,,322,4.24,2883829,147300,The Fault in Our Stars,Young Adult|Fiction|Romance|Contemporary,https://images.gr-assets.com/books/1356890357l/12970552.jpg,Young Adult,Fiction,Romance,Contemporary
23889,John Green,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.",,Paperback,9.78014E+12,352,4.24,2883660,147299,The Fault in Our Stars,Young Adult|Fiction|Romance|Contemporary,https://images.gr-assets.com/books/1356100942l/17118893.jpg,Young Adult,Fiction,Romance,Contemporary
21598,John Green,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel’s story is about to be completely rewritten. Insightful, bold, irreverent, and raw, The Fault in Our Stars brilliantly explores the funny, thrilling, and tragic business of being alive and in love.",,Paperback,9.78014E+12,318,4.24,2883603,147296,The Fault in Our Stars,Young Adult|Fiction|Romance|Contemporary,https://images.gr-assets.com/books/1405435243l/20821174.jpg,Young Adult,Fiction,Romance,Contemporary
